Date,Time,Group name, Quadrat size,Vegetation type,data entry,Quadrat #,Tallest tree,foliage cover,ground cover,litter depth,DBH,small trees,Latitude,Longitude,Shrub size,Shrub count,DBH>10,Acacia,Angophora,Araucaria,Banksia,Callitris,Casuarina,Eucalyptus,Lophostemon,Melaleuca,Syncarpia,Spider Hole
27/06/2015,8:04:24 AM,Wallum Heath Blue,,,,,,,,,,,-25.59894179,153.091413,,,,,,,,,,,,,,
27/06/2015,8:56:54 AM,Wallum Heath Blue,,,,,,,,,,,-25.59854684,153.0900688,,,,,,,,,,,,,,
27/06/2015,9:10:36 AM,Wallum Heath Blue,20x20m,,Spider Holes,,,,,,,,,,,,,,,,,,,,,,,0
27/06/2015,9:45:41 AM,Wallum Heath Blue,20x20m,,Dominant Trees,,9,,,,,,-25.59852556,153.090135,,,,,,,TRUE,,,,,,,
27/06/2015,9:57:26 AM,Wallum Heath Blue,20x20m,,Vegetation Assessment,1,,15,10,5,,,,,,,,,,,,,,,,,,
27/06/2015,9:59:54 AM,Wallum Heath Blue,20x20m,,Vegetation Assessment,2,,15,40,5,,,,,,,,,,,,,,,,,,
27/06/2015,10:02:46 AM,Wallum Heath Blue,20x20m,,Vegetation Assessment,3,,40,10,5,,,,,,,,,,,,,,,,,,
27/06/2015,10:04:39 AM,Wallum Heath Blue,20x20m,,Vegetation Assessment,4,,50,30,3,,,,,,,,,,,,,,,,,,
27/06/2015,10:11:33 AM,Wallum Heath Blue,20x20m,,Count small trees (trunk<10cms),,,,,,,12,,,0-2m,7,,,,,,,,,,,,
27/06/2015,10:12:32 AM,Wallum Heath Blue,20x20m,,DBH when trunk >10cms,,,,,,49,,,,0-2m,7,Eucalyptus,,,,,,,,,,,
27/06/2015,10:13:06 AM,Wallum Heath Blue,20x20m,,DBH when trunk >10cms,,,,,,126,,,,0-2m,7,Banksia,,,,,,,,,,,
27/06/2015,10:13:41 AM,Wallum Heath Blue,20x20m,,DBH when trunk >10cms,,,,,,63,,,,0-2m,7,Banksia,,,,,,,,,,,
27/06/2015,10:14:30 AM,Wallum Heath Blue,20x20m,,DBH when trunk >10cms,,,,,,78,,,,0-2m,7,Banksia,,,,,,,,,,,
27/06/2015,10:15:30 AM,Wallum Heath Blue,20x20m,,DBH when trunk >10cms,,,,,,49,,,,0-2m,7,Acacia,,,,,,,,,,,
27/06/2015,10:18:21 AM,Wallum Heath Blue,20x20m,,DBH when trunk >10cms,,,,,,38,,,,0-2m,7,Casuarina,,,,,,,,,,,
27/06/2015,10:18:50 AM,Wallum Heath Blue,20x20m,,DBH when trunk >10cms,,,,,,37,,,,0-2m,7,Banksia,,,,,,,,,,,
27/06/2015,10:24:00 AM,Wallum Heath Blue,20x20m,,Shrubs,,,,,,,,-25.59853921,153.0900536,0-2m,7,,,,,,,,,,,,
27/06/2015,10:26:37 AM,Wallum Heath Blue,20x20m,,Shrubs,,,,,,,,-25.59853913,153.0900534,0-2m,7,,,,,,,,,,,,
27/06/2015,10:27:18 AM,Wallum Heath Blue,20x20m,,Shrubs,,,,,,,,-25.59853263,153.0900498,0-2m,7,,,,,,,,,,,,
27/06/2015,10:28:15 AM,Wallum Heath Blue,20x20m,,Shrubs,,,,,,,,-25.59853243,153.0900515,0-2m,7,,,,,,,,,,,,
27/06/2015,10:36:23 AM,Wallum Heath Blue,20x20m,,DBH when trunk >10cms,,,,,,,,-25.59853729,153.0900882,0-2m,7,,,,,,,,,,,,
27/06/2015,10:49:34 AM,Wallum Heath Blue,20x20m,,Shrubs,,,,,,,,-25.59858817,153.0902041,0-2m,7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
